epoch,loss_d,loss_d_total,loss_d_real,loss_d_fake,loss_g,d_real,d_fake
1,0.6931077837944031,1.3862155675888062,0.6930618286132812,0.6931537389755249,0.6931445598602295,0.500053346157074,0.5000032782554626
