epoch,loss_d,loss_d_total,loss_d_real,loss_d_fake,loss_g,d_real,d_fake
21,0.4428984564129669,0.8857969128259338,0.4734416663056553,0.41235525035622095,1.1949883708269289,0.7625367357810535,0.3203488593865739
22,0.5560214299671721,1.1120428599343442,0.5828435382630566,0.5291993246220126,1.0537104934158892,0.702780083548001,0.3613798708221552
23,0.6983249503197057,1.3966499006394113,0.6676743576432219,0.7289755415208269,0.7837422791093883,0.5974226233613963,0.4972268922051581
24,0.6685858820334519,1.3371717640669039,0.6528675225701662,0.6843042400213751,0.7372472882270813,0.5683982714936875,0.48067430104359543
25,0.7124393839057129,1.4248787678114259,0.7639073372477352,0.6609714279080382,0.790819675320446,0.5041968861576354,0.46933923750230583
26,0.7042488635766624,1.4084977271533248,0.759004299593444,0.6494934284450984,0.7624663126350629,0.48741674460101836,0.4709671399380901
27,0.6705502495907321,1.3411004991814641,0.6995479564855595,0.6415525438761948,0.7233612985894231,0.5049391828551151,0.4710670326015737
28,0.6448723216458122,1.2897446432916244,0.6831257538040085,0.6066188927334134,0.7994555766039556,0.5179804935313688,0.45178195037464103
29,0.6745749647074407,1.3491499294148814,0.6739448651228801,0.6752050651772188,0.7460503769983159,0.5254168475028311,0.48316285368239525
30,0.6612066732774867,1.3224133465549734,0.6841061333618542,0.6383072167339892,0.7651453608333474,0.5190687865608989,0.46575920918200275
31,0.6464885644393392,1.2929771288786784,0.6727945724926373,0.6201825543205337,0.7547327952809854,0.5299386001459443,0.4560859342022697
32,0.6139900705011765,1.227980141002353,0.660017706970177,0.5679624322617408,0.7919944672301265,0.5436915615112474,0.42651813381379194
33,0.582339074942145,1.16467814988429,0.6353959615277772,0.5292821924875278,0.8891926348799526,0.5963727930136541,0.40147894030750386
34,0.6407491809660846,1.2814983619321691,0.6811864021981117,0.60031195766855,0.8819937328300854,0.5488420702000656,0.43219080508345425
35,0.596394162957031,1.192788325914062,0.6655225632804456,0.5272657658794139,0.9126561779787045,0.5519507907994903,0.39943278145672073
36,0.5455414177757678,1.0910828355515356,0.6219764738389761,0.4691063628928496,1.0228381959518584,0.591804001517225,0.3629418604887358
37,0.5780039016563113,1.1560078033126227,0.6263013063090863,0.5297064958232465,0.9683231664176034,0.6137117317850047,0.38562016100576607
38,0.5119600526177057,1.0239201052354114,0.6063113330614449,0.417608771288749,1.2905765338109272,0.657624885587409,0.31355819978352434
39,0.4971214264336199,0.9942428528672398,0.5312673372797446,0.4629755167677851,1.2148980156029805,0.7120736263471075,0.3391598158672747
40,0.49173199555071273,0.9834639911014255,0.5800811916884809,0.403382800888307,1.2814493583570612,0.6640648960993432,0.30096135107745037
41,0.5124044970120534,1.0248089940241067,0.6078944722614666,0.4169145194020602,1.2002589490154,0.6584095195083335,0.3150951798064726
42,0.49942945386513626,0.9988589077302725,0.5915509400391342,0.40730796710099326,1.2836131441711198,0.680755211907153,0.3154708633918573
43,0.47668698562843964,0.9533739712568793,0.5578526948938275,0.3955212748876893,1.1749007622204204,0.7118689796269531,0.30724177798164065
44,0.5015630832698086,1.0031261665396172,0.5579727070756478,0.4451534553329543,1.1825260289824835,0.7016939601980814,0.33699906300200094
45,0.4741210400468052,0.9482420800936104,0.5593059240001264,0.38893615520826663,1.3795561020327087,0.7170494289165086,0.29492573738835826
46,0.5158701692477311,1.0317403384954622,0.6217807888394535,0.4099595496560087,1.3393042426888306,0.755115778973824,0.3059860144990801
47,0.511606762314787,1.023213524629574,0.6255192157655659,0.3976943076837181,1.3130724506803078,0.7094189898747176,0.3053546783210027
48,0.41955542372594967,0.8391108474518993,0.48887953870367296,0.35023130756793636,1.196623911952028,0.7738506534680871,0.28160910883752427
49,0.393734541122276,0.787469082244552,0.5227724051121438,0.2646966750669007,1.5309751582617808,0.7812344063958614,0.2214842570558338
50,0.3801012447859981,0.7602024895719962,0.46520381664285565,0.2949986729291406,1.5690880217174492,0.8385499562367354,0.24566051865568256
