epoch,loss_d,loss_d_total,loss_d_real,loss_d_fake,loss_g,d_real,d_fake
1,0.693022295832634,1.386044591665268,0.6927205622196198,0.693324014544487,0.6930304616689682,0.5002667754888535,0.5000884085893631
